			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
ROOA_I	LTR	Pao	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	86	0	0	0	1040	0	0	0	0	0	0	539	37	1363	1130	155	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1424_SO2_FAM2383	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-5_family-3388	LINE	L2	0	0	0	0	0	0	0	0	0	0	0	0	52	100	0	141	197	58	75	259	185	292	226	89	147	19	168	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0061_SO2_FAM0106	Unknown	Unknown	0	0	0	30	665	1852	1610	663	1103	669	799	358	120	435	41	63	97	41	188	90	812	602	1197	928	1628	2219	2268	1472	705	93	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3799	Unknown	Unknown	0	0	0	0	70	0	0	0	0	0	0	0	616	1371	1200	3619	1383	956	1666	3895	1903	1558	1167	1497	1260	5709	10166	10542	8181	5597	3754	2402	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1233	DNA	hAT-Charlie	0	0	35	0	0	70	258	1649	979	2123	5708	9629	12654	7280	4540	5739	817	869	1879	2184	2173	163	185	328	247	134	327	220	76	341	0	122	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-28	Unknown	Unknown	1905	8893	25872	17392	9199	3435	4495	5749	5339	4104	2776	0	902	170	219	39	54	170	0	718	619	862	936	828	1691	2074	1992	2021	1851	1696	1554	1115	614	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-7649	Unknown	Unknown	112	1020	18295	15959	14597	17841	7733	6209	4941	2600	2204	405	70	97	106	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0470_SO2_FAM1458	DNA	CMC-Transib	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	47	0	0	0	0	0	0	65	0	296	251	0	0	0	0	0	0	0	141	132	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-5_family-3642	DNA	TcMar-Tc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1462_SO2_FAM0242	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	174	0	696	0	308	0	122	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-3_family-2009	Unknown	Unknown	1551	1333	3779	5982	6102	13815	17185	16561	15209	11589	16433	10391	9102	6598	4684	5427	1822	1133	625	710	334	408	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-9428	Unknown	Unknown	26	0	0	0	0	231	1144	856	1570	3084	4420	7750	10702	11588	11579	8163	4090	1040	1988	1433	764	203	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0268_SO2_FAM1265	LINE	R1-LOA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HETA	LINE	I-Jockey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	468	470	780	304	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2053	Unknown	Unknown	577	2656	10518	16966	17334	8366	4046	1332	766	389	60	105	47	0	0	0	0	0	0	0	0	165	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2294	Unknown	Unknown	41	0	82	56	0	243	222	1204	1053	2488	6903	11318	11698	14172	10045	6628	6897	4372	3582	2003	742	138	169	0	396	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-4_family-63	LINE	R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-185	LINE	L2	836	1028	298	1380	707	823	1011	659	1006	752	1064	667	1107	731	1059	645	782	578	713	268	399	353	3	130	58	0	69	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3575	Unknown	Unknown	128	52	681	215	288	215	1202	118	1243	157	723	190	635	309	189	197	244	138	44	42	12	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-4_family-682	LINE	Penelope	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-627	DNA	TcMar-Tc1	38	0	165	87	43	217	466	653	1859	1578	5296	7896	19360	25369	42010	38704	48237	35990	27789	13241	10949	6177	2944	1903	1354	951	1322	96	672	620	341	242	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2354_SO2_FAM0415	DNA	PIF-Harbinger	0	0	0	0	0	0	29	0	0	0	0	0	0	0	47	0	0	52	0	57	50	0	48	285	172	813	265	2718	2494	3197	7058	12915	23148	14170	3475	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0087_SO2_FAM1086	Unknown	Unknown	0	0	0	0	0	34	0	38	0	61	0	265	60	237	633	557	729	644	400	741	774	622	57	188	373	263	135	367	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-2123	DNA	TcMar-Tc1	346	79	525	616	1039	3422	5840	13951	15517	19932	19962	14322	8554	6411	3619	1012	1835	169	640	0	786	0	153	170	208	269	236	66	511	865	667	854	477	682	942	215	34	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-7163	Unknown	Unknown	1486	1959	8560	4299	5194	3120	2009	893	3702	4116	3476	1305	635	1614	1096	1736	1941	3145	2769	1773	2347	1338	562	405	119	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-9194	DNA	hAT-Charlie	0	105	168	746	2072	4351	6574	5898	6353	3544	2289	2075	1176	478	0	0	0	103	138	46	165	204	97	64	0	190	119	95	366	0	189	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-272	DNA	Sola-1	522	445	468	1203	2884	7929	11875	9550	11792	10855	13976	12524	15568	12813	10456	10332	8355	7759	7163	3580	3647	2436	1143	966	477	1521	466	234	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOC6_DM	LINE	I-Jockey	0	0	0	0	0	0	0	0	0	43	40	0	0	85	43	75	57	637	43	397	284	413	611	1101	1165	7033	6478	6612	4130	5145	1102	775	778	852	514	119	0	0	227	0	0	0	0	0	0	0	0	0	0	0
TE1233_SO2_FAM0220	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	146	103	285	0	414	1255	528	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-2142	LINE	R2	122	0	89	114	84	398	565	131	1194	2758	15283	28785	26885	22457	13240	27491	30167	32324	27005	40094	83209	73521	83448	191883	143443	111803	57558	43136	38257	18391	4792	5069	1993	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-1171	Unknown	Unknown	43398	178452	147787	46966	17737	7086	4954	2650	2136	42	136	221	155	0	49	0	65	0	0	0	0	0	0	273	0	0	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0563_SO2_FAM1549	DNA	TcMar-Tc1	30	0	0	30	0	0	0	0	0	0	0	0	49	0	93	198	188	0	217	125	53	221	166	397	105	266	135	26	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-695	Unknown	Unknown	101	281	593	1580	636	2529	843	5133	3518	4166	5083	2924	4549	1638	3286	666	2180	594	532	495	320	445	107	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1873	Unknown	Unknown	0	52	84	482	257	1889	8500	29819	56236	32134	12829	5823	3742	2902	2656	936	163	108	1065	174	175	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-351	LTR	Pao	167	187	922	2875	6749	15592	18535	21220	23595	27878	25044	20991	17483	13351	11587	12196	10248	8060	7885	6579	5130	3655	2236	1464	520	436	88	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-521	DNA	Sola-2	65	0	299	872	1425	3881	8040	18167	27830	41251	41385	40739	38072	26475	17736	15032	8812	5561	3775	2369	1499	743	293	153	357	74	0	17	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-7778	Unknown	Unknown	0	0	82	0	235	1313	1171	2427	12758	5353	4413	4100	6041	6408	9248	8821	12533	5160	5501	5574	4078	4515	5466	3576	1243	786	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-5267	Unknown	Unknown	683	361	564	1064	914	2551	1284	1533	2720	481	3366	508	1386	864	57	285	169	113	58	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1379_SO2_FAM2341	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	40	0	0	0	0	0	0	0	0	0	139	117	121	121	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTE-2_Hmel_C	LINE	RTE	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	58	0	46	0	71	80	115	85	103	79	160	267	183	96	549	303	98	82	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-6_family-238	LTR	Pao	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-7371	Unknown	Unknown	280	0	180	247	611	1974	3137	5434	9627	9373	9080	11460	7757	6765	6377	4044	2524	1865	678	985	587	636	0	146	73	0	72	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-12336	Unknown	Unknown	0	0	707	3021	32751	62532	82512	25118	10458	6752	6630	5263	13665	13805	5828	6651	5241	3307	1143	5868	13663	17208	11435	12421	17959	17386	8604	3082	534	345	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1048	Unknown	Unknown	0	0	87	122	88	246	612	772	2150	4270	6524	12013	15892	24958	19418	13495	8248	4149	3179	1970	971	681	673	135	152	129	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2280_SO2_FAM0344	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2878_SO2_FAM0949	DNA	hAT-Tip100	25	0	0	0	0	74	0	0	0	0	248	114	2180	190	2433	384	1791	1175	650	668	409	358	626	460	1195	3953	1508	1017	2375	9143	9682	6267	6689	1358	235	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-7078	DNA	TcMar-Tc1	0	0	102	256	582	559	477	849	1831	1195	2592	1522	1441	1419	1363	846	983	361	510	664	258	164	110	153	233	366	285	130	67	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTE-5_Hmel_B	LINE	RTE	0	0	0	0	0	0	0	67	0	0	52	0	32	0	0	0	42	0	0	91	50	0	219	0	0	90	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-995	LINE	Penelope	0	0	41	0	152	100	71	691	2021	4017	8100	15296	18555	22834	34362	35754	24032	16166	9938	5202	2728	930	673	160	17	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2142_SO2_FAM3045	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2448_SO2_FAM0051	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	5	120	0	79	0	128	156	240	0	417	145	82	228	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-4858	Unknown	Unknown	75	316	1096	2637	8232	20354	40093	57441	53904	37425	14413	12354	5292	1373	593	263	170	179	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3078_SO2_FAM1736	LINE	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	200	0	0	0	0	0	0	122	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1535	DNA	PIF-Harbinger	28	141159	266052	71172	59906	71241	35553	18661	20979	7215	3409	3687	4078	7716	9690	14472	15453	11329	8409	4763	1796	3543	2499	1242	6415	6833	2690	1230	2141	1593	882	482	251	348	514	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2922_SO2_FAM0991	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1487	DNA	PIF-Harbinger	4246	0	6663	6843	17728	34657	28349	17748	9620	5118	3180	4270	1491	1589	3364	1147	875	184	260	195	41	94	0	294	169	175	284	86	265	196	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0488_SO2_FAM1475	DNA	hAT-Tip100	0	0	0	0	0	0	0	0	0	0	40	0	0	0	72	227	59	167	289	135	380	355	474	139	625	594	2061	3060	3230	5465	3832	463	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1882	DNA	Sola-1	175	0	355	1045	2058	4173	1896	3527	7517	5929	9596	14006	12257	9166	16970	8960	7792	5726	3095	2933	2352	1568	1455	962	2508	1250	1247	960	725	199	253	0	64	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-435	DNA	TcMar-Tc1	0	112	306	477	442	1692	3316	4455	3830	2913	1835	2445	1087	604	152	274	292	528	887	788	561	1940	524	612	734	1040	823	1428	1899	1181	1788	213	2210	1089	1042	596	763	195	0	164	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-220	Unknown	Unknown	2819	0	8646	614	7065	3092	7772	2128	5829	490	3782	472	1530	593	407	223	272	128	13	59	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1526_SO2_FAM0248	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	61	0	79	0	0	162	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-5780	Unknown	Unknown	26	516	857	2062	2683	10054	25683	32869	37869	26040	11628	7420	5315	3481	3063	416	1667	1143	690	0	229	94	719	876	1039	1004	751	1121	2579	2338	1784	921	1588	411	255	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0
DOC4_DM	LINE	I-Jockey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	104	0	0	0	57	66	0	19	0	154	0	83	157	224	588	506	723	466	540	606	934	61	79	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-254	DNA	hAT-Charlie	0	129	79	115	83	241	749	1181	2783	4642	9982	11676	26015	41660	79182	72980	69079	53501	49401	38602	32622	28654	14758	11141	11487	14527	14524	19507	14078	5992	1309	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1344_SO2_FAM2307	DNA	hAT-Charlie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	55	26	153	5	0	37	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1753	LINE	Penelope	1721	24256	22952	8608	7518	7354	5412	5540	5768	3541	2219	1462	1764	1378	477	869	349	736	434	490	637	644	2664	2396	5151	8058	6701	4524	5686	4470	2697	2682	2481	4457	1513	851	0	0	260	0	0	0	0	0	0	0	0	0	0	0
TE2411_SO2_FAM0474	LINE	R1	0	0	0	0	0	0	0	0	0	0	0	0	0	37	34	39	0	0	88	0	0	0	53	0	0	88	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3118_SO2_FAM1914	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zenon-1_Hmel_C	LINE	CR1-Zenon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-13565	LINE	RTE-X	0	0	0	63	362	591	1365	3319	2305	2526	2298	1782	3327	4562	3074	2320	3455	2239	2000	380	1457	407	315	174	113	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-2821	DNA	TcMar-m44	0	0	0	0	0	34	97	40	55	1178	490	535	2343	2406	3604	4458	7683	12553	18877	26218	40994	44631	51326	61401	61773	49093	40108	25102	15530	9983	4576	1372	641	181	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1732_SO2_FAM0267	Unknown	Unknown	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I-1_Hmel_E	LINE	I	663	0	5074	51	687	913	243	295	0	0	50	202	170	113	56	61	93	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1703_SO2_FAM2643	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	109	0	103	195	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-133	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3131_SO2_FAM198	Unknown	Unknown	223	0	184	135	0	290	0	438	552	791	1344	1513	1482	1423	1079	2014	881	1986	1983	1913	2141	2970	3238	2360	1871	2023	1215	1039	822	538	0	163	141	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-591	SINE	tRNA	0	0	0	0	0	35	31	0	0	51	253	446	830	968	1864	2789	4736	5029	10630	14259	12481	24259	25137	35662	31714	33230	30323	26169	18351	14688	8157	5682	2413	1335	119	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-3847	Unknown	Unknown	65	0	172	254	921	1003	2515	5774	9379	14684	23003	27061	35494	27851	30541	25894	21601	15153	13730	5566	6240	2087	2003	1889	446	126	82	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-736	DNA	CMC-Chapaev-3	1320	3610	10831	23198	33063	41386	33352	31744	24611	18238	12305	8607	6934	4017	2394	1033	482	434	946	1742	2205	2336	3634	2808	1218	611	345	175	181	367	246	291	0	126	348	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1077_SO2_FAM0205	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3179	DNA	hAT-hAT19	261	343	5770	31234	71785	26649	5016	2567	843	481	479	245	724	1206	928	2424	687	1850	2256	1140	1301	581	225	314	488	986	666	1296	1051	1932	2048	338	1390	877	430	252	292	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1506	LTR	Gypsy	68	1750	5921	13605	22233	42499	24232	9374	2748	2561	1391	1477	756	888	486	123	462	658	0	106	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2945	DNA	Kolobok-Hydra	36	368	224	898	5585	22270	30201	34306	18941	8948	3796	2158	576	250	306	191	604	894	1226	1291	2115	1903	1303	2960	2418	2341	1275	336	981	1092	100	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0728_SO2_FAM0171	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	49	0	0	0	195	0	0	87	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2892_SO2_FAM0961	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3555	Unknown	Unknown	0	0	0	0	0	0	45	0	105	65	55	446	303	564	676	1611	2602	1608	4117	5899	11855	9795	9513	8728	7241	6039	2705	2831	1426	774	832	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-694	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-564	LINE	RTE-BovB	277	1209	63901	419285	339791	67685	16704	4996	1317	1351	1499	1066	1462	1621	1356	3170	4833	6871	8099	8584	3657	1971	2973	1353	1382	1950	616	2077	2099	1739	1996	1447	973	327	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-6_family-2356	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0874_SO2_FAM1853	DNA	hAT-Ac	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	113	110	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2543_SO2_FAM0603	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	144	0	772	313	131	0	18	1956	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1511	DNA	TcMar-Mariner	16876	18572	10380	5943	1237	595	83	0	0	62	56	409	498	1141	1502	2047	2003	1895	1300	196	832	804	317	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-4	Unknown	Unknown	1814	599	249	1183	840	700	1799	990	575	1480	742	1045	1459	1653	1366	1295	571	633	764	424	1013	630	695	867	735	387	480	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-912	Unknown	Unknown	0	0	43	472	567	310	60	0	46	106	117	234	333	540	1290	614	661	420	415	872	1460	1521	2202	1457	1090	3100	475	25	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-3_family-220	SINE	tRNA	116	0	427	405	2427	2457	3626	5054	6608	12140	17044	33825	58931	73216	89449	80836	88675	71656	59648	39437	29582	15263	8442	5634	4655	2468	1217	741	618	348	302	461	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1141_SO2_FAM2110	Unknown	Unknown	0	0	35	0	131	106	130	375	145	0	42	43	141	269	62	0	0	52	0	63	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS	LINE	I-Jockey	0	0	39	0	0	0	0	0	0	0	176	47	39	276	49	39	48	232	0	48	80	102	116	456	145	185	303	0	465	515	311	1674	1798	1349	1383	334	337	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-218	SINE	tRNA	1663	446	4852	4037	7877	13305	19497	27093	39061	39970	43335	40943	40944	30028	28175	23773	17768	11623	10071	6124	4684	3222	1924	1330	723	496	453	289	60	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-325	DNA	hAT	0	0	0	0	183	79	389	588	1108	1285	2402	4253	11676	9557	13819	14355	8216	8382	6548	4032	2318	1109	1557	971	1199	1280	900	622	558	232	289	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
